Question_ID,Topic,Question,Answer,Options,Difficulty,Type
4958,Introduction to Agriculture (Impact),True or False: The study of Introduction to Agriculture (Impact) is essential for a complete understanding of Geography concepts.,True,True|False,Easy,True/False
4959,Introduction to Agriculture (Impact),Complete the sentence: ________ is a core foundation of the lesson Introduction to Agriculture (Impact).,Agriculture,,Easy,Fill in the Blanks
4960,Introduction to Agriculture (Impact),Match the term 'Agriculture' with its correct definition or category.,Agriculture corresponds to Geography branch,Agriculture -> Geography branch|Other terms -> Other categories,Easy,Match the Following
4961,Introduction to Mineral Resources (Dynamics),What is the primary purpose of Introduction to Mineral Resources (Dynamics)?,To study and explain the properties and functions of Resources in Geography.,To study and explain the properties and functions of Resources in Geography.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
4962,Introduction to Mineral Resources (Dynamics),Which of the following is a direct application of Introduction to Mineral Resources (Dynamics)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
4963,Introduction to Mineral Resources (Dynamics),True or False: The study of Introduction to Mineral Resources (Dynamics) is essential for a complete understanding of Geography concepts.,True,True|False,Easy,True/False
4964,Introduction to Mineral Resources (Dynamics),Complete the sentence: ________ is a core foundation of the lesson Introduction to Mineral Resources (Dynamics).,Resources,,Easy,Fill in the Blanks
4965,Introduction to Mineral Resources (Dynamics),Match the term 'Resources' with its correct definition or category.,Resources corresponds to Geography branch,Resources -> Geography branch|Other terms -> Other categories,Easy,Match the Following
4966,Introduction to Population Geography (Functions),What is the primary purpose of Introduction to Population Geography (Functions)?,To study and explain the properties and functions of Geography in Geography.,To study and explain the properties and functions of Geography in Geography.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
4967,Introduction to Population Geography (Functions),Which of the following is a direct application of Introduction to Population Geography (Functions)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
4968,Introduction to Population Geography (Functions),True or False: The study of Introduction to Population Geography (Functions) is essential for a complete understanding of Geography concepts.,True,True|False,Easy,True/False
4969,Introduction to Population Geography (Functions),Complete the sentence: ________ is a core foundation of the lesson Introduction to Population Geography (Functions).,Geography,,Easy,Fill in the Blanks
4970,Introduction to Population Geography (Functions),Match the term 'Geography' with its correct definition or category.,Geography corresponds to Geography branch,Geography -> Geography branch|Other terms -> Other categories,Easy,Match the Following
4971,Introduction to Natural Vegetation (Structure),What is the primary purpose of Introduction to Natural Vegetation (Structure)?,To study and explain the properties and functions of Vegetation in Geography.,To study and explain the properties and functions of Vegetation in Geography.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
4972,Introduction to Natural Vegetation (Structure),Which of the following is a direct application of Introduction to Natural Vegetation (Structure)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
4973,Introduction to Natural Vegetation (Structure),True or False: Introduction to Natural Vegetation (Structure) has no relevance outside of Grade 3 curriculum.,False,True|False,Easy,True/False
4974,Introduction to Natural Vegetation (Structure),Complete the sentence: ________ is a core foundation of the lesson Introduction to Natural Vegetation (Structure).,Vegetation,,Easy,Fill in the Blanks
4975,Introduction to Natural Vegetation (Structure),Match the term 'Vegetation' with its correct definition or category.,Vegetation corresponds to Geography branch,Vegetation -> Geography branch|Other terms -> Other categories,Easy,Match the Following
4976,Introduction to Maps and Scales (Key Ideas),What is the primary purpose of Introduction to Maps and Scales (Key Ideas)?,To study and explain the properties and functions of (Key in Geography.,To study and explain the properties and functions of (Key in Geography.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
4977,Introduction to Maps and Scales (Key Ideas),Which of the following is a direct application of Introduction to Maps and Scales (Key Ideas)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
4978,Introduction to Maps and Scales (Key Ideas),True or False: Introduction to Maps and Scales (Key Ideas) has no relevance outside of Grade 3 curriculum.,False,True|False,Easy,True/False
4979,Introduction to Maps and Scales (Key Ideas),Complete the sentence: ________ is a core foundation of the lesson Introduction to Maps and Scales (Key Ideas).,(Key,,Easy,Fill in the Blanks
4980,Introduction to Maps and Scales (Key Ideas),Match the term '(Key' with its correct definition or category.,(Key corresponds to Geography branch,(Key -> Geography branch|Other terms -> Other categories,Easy,Match the Following
